xpc12w2048, 127.0.0.2, 0, 0, 33553, 26861, 
xpc12w2048, 127.0.0.3, 1, 0, 30850, 26867, 
xpc12w2048, 127.0.0.4, 2, 0, 27980, 26863, 
Host,,,,,,43002,27924
xpc12w2048, 127.0.0.2, 0, 0, 41584, 26648, 
xpc12w2048, 127.0.0.3, 1, 0, 30943, 26652, 
xpc12w2048, 127.0.0.4, 2, 0, 27772, 26648, 
Host,,,,,,49182,27717
xpc12w2048, 127.0.0.2, 0, 0, 33758, 26765, 
xpc12w2048, 127.0.0.3, 1, 0, 30886, 26775, 
xpc12w2048, 127.0.0.4, 2, 0, 27890, 26769, 
Host,,,,,,40023,27834
xpc12w2048, 127.0.0.2, 0, 0, 37023, 26852, 
xpc12w2048, 127.0.0.3, 1, 0, 30843, 26857, 
xpc12w2048, 127.0.0.4, 2, 0, 27974, 26852, 
Host,,,,,,42959,27918
xpc12w2048, 127.0.0.2, 0, 0, 33511, 26698, 
xpc12w2048, 127.0.0.3, 1, 0, 30739, 26704, 
xpc12w2048, 127.0.0.4, 2, 0, 27820, 26699, 
Host,,,,,,46016,27765
