xpc24w2048, 127.0.0.2, 0, 0, 33831, 24625, 
xpc24w2048, 127.0.0.3, 1, 0, 29988, 24666, 
xpc24w2048, 127.0.0.4, 2, 0, 25789, 24661, 
Host,,,,,,56872,25734
xpc24w2048, 127.0.0.2, 0, 0, 34283, 24648, 
xpc24w2048, 127.0.0.3, 1, 0, 30039, 24687, 
xpc24w2048, 127.0.0.4, 2, 0, 25806, 24681, 
Host,,,,,,43578,25750
xpc24w2048, 127.0.0.2, 0, 0, 36096, 24657, 
xpc24w2048, 127.0.0.3, 1, 0, 30707, 24689, 
xpc24w2048, 127.0.0.4, 2, 0, 25809, 24685, 
Host,,,,,,43926,25752
xpc24w2048, 127.0.0.2, 0, 0, 35474, 24610, 
xpc24w2048, 127.0.0.3, 1, 0, 30444, 24656, 
xpc24w2048, 127.0.0.4, 2, 0, 25775, 24651, 
Host,,,,,,43387,25718
xpc24w2048, 127.0.0.2, 0, 0, 36697, 24617, 
xpc24w2048, 127.0.0.3, 1, 0, 31254, 24659, 
xpc24w2048, 127.0.0.4, 2, 0, 25787, 24656, 
Host,,,,,,45326,25733
